DATE,DEXMXUS
2015-01-21,14.7250
2015-01-22,14.6015
2015-01-23,14.6400
2015-01-26,14.5640
2015-01-27,14.5775
2015-01-28,14.6855
2015-01-29,14.8805
2015-01-30,15.0050
2015-02-02,14.8815
2015-02-03,14.7515
2015-02-04,14.7935
2015-02-05,14.7480
2015-02-06,14.9175
2015-02-09,14.8090
2015-02-10,14.9530
2015-02-11,15.1025
2015-02-12,14.8905
2015-02-13,14.8730
2015-02-16,.
2015-02-17,14.8850
2015-02-18,14.9610
2015-02-19,14.9370
2015-02-20,15.0625
2015-02-23,15.0780
2015-02-24,14.9755
2015-02-25,14.9190
2015-02-26,14.9465
2015-02-27,14.9390
2015-03-02,14.9895
2015-03-03,14.9350
2015-03-04,15.0825
2015-03-05,15.1810
2015-03-06,15.4480
2015-03-09,15.4635
2015-03-10,15.5815
2015-03-11,15.4610
2015-03-12,15.3660
2015-03-13,15.4985
2015-03-16,15.4225
2015-03-17,15.4250
2015-03-18,15.4285
2015-03-19,15.3055
2015-03-20,15.0500
2015-03-23,14.9565
2015-03-24,14.9450
2015-03-25,14.9330
2015-03-26,15.0855
2015-03-27,15.1720
2015-03-30,15.2490
2015-03-31,15.2450
2015-04-01,15.1130
2015-04-02,15.0635
2015-04-03,14.8025
2015-04-06,14.8225
2015-04-07,14.9200
2015-04-08,14.9065
2015-04-09,15.0550
2015-04-10,15.1670
2015-04-13,15.3110
2015-04-14,15.2135
2015-04-15,15.3610
2015-04-16,15.2160
2015-04-17,15.3190
2015-04-20,15.3940
2015-04-21,15.3810
2015-04-22,15.4275
2015-04-23,15.3305
2015-04-24,15.3825
2015-04-27,15.3175
2015-04-28,15.2185
2015-04-29,15.1680
2015-04-30,15.3855
2015-05-01,15.5650
2015-05-04,15.5120
2015-05-05,15.3410
2015-05-06,15.2945
2015-05-07,15.3325
2015-05-08,15.1210
2015-05-11,15.2855
2015-05-12,15.2980
2015-05-13,15.2385
2015-05-14,15.1160
2015-05-15,14.9970
2015-05-18,15.1280
2015-05-19,15.1910
2015-05-20,15.1900
2015-05-21,15.2580
2015-05-22,15.2915
2015-05-25,.
2015-05-26,15.3310
2015-05-27,15.3570
2015-05-28,15.3765
2015-05-29,15.3688
2015-06-01,15.4685
2015-06-02,15.4345
2015-06-03,15.4555
2015-06-04,15.5575
2015-06-05,15.6925
2015-06-08,15.6735
2015-06-09,15.5530
2015-06-10,15.4610
2015-06-11,15.3990
2015-06-12,15.3975
2015-06-15,15.4190
2015-06-16,15.4230
2015-06-17,15.4300
2015-06-18,15.2710
2015-06-19,15.3440
2015-06-22,15.3265
2015-06-23,15.3970
2015-06-24,15.4450
2015-06-25,15.4860
2015-06-26,15.5630
2015-06-29,15.6555
2015-06-30,15.6902
2015-07-01,15.7780
2015-07-02,15.6895
2015-07-03,.
2015-07-06,15.7430
2015-07-07,15.8330
2015-07-08,15.8110
2015-07-09,15.7940
2015-07-10,15.7305
2015-07-13,15.7295
2015-07-14,15.6715
2015-07-15,15.7740
2015-07-16,15.7985
2015-07-17,15.9160
2015-07-20,15.9885
2015-07-21,15.9565
2015-07-22,16.1065
2015-07-23,16.1325
2015-07-24,16.2265
2015-07-27,16.2665
2015-07-28,16.2565
2015-07-29,16.1945
2015-07-30,16.4755
2015-07-31,16.0610
2015-08-03,16.1015
2015-08-04,16.1660
2015-08-05,16.3775
2015-08-06,16.3615
2015-08-07,16.1780
2015-08-10,16.1535
2015-08-11,16.3335
2015-08-12,16.2960
2015-08-13,16.3735
2015-08-14,16.3655
2015-08-17,16.3995
2015-08-18,16.4220
2015-08-19,16.5260
2015-08-20,16.6630
2015-08-21,16.9250
2015-08-24,17.0825
2015-08-25,17.0080
2015-08-26,17.0890
2015-08-27,16.8815
2015-08-28,16.7800
2015-08-31,16.7315
2015-09-01,16.8775
2015-09-02,16.9415
2015-09-03,16.7850
2015-09-04,16.8620
2015-09-07,.
2015-09-08,16.7840
2015-09-09,16.8015
2015-09-10,16.7575
2015-09-11,16.8230
2015-09-14,16.7955
2015-09-15,16.7680
2015-09-16,16.5680
2015-09-17,16.5880
2015-09-18,16.5615
2015-09-21,16.6925
2015-09-22,16.8790
2015-09-23,17.1040
2015-09-24,17.0620
2015-09-25,16.9630
2015-09-28,17.0115
2015-09-29,17.0895
2015-09-30,16.8980
2015-10-01,16.8915
2015-10-02,16.8115
2015-10-05,16.6990
2015-10-06,16.6820
2015-10-07,16.5735
2015-10-08,16.5015
2015-10-09,16.4125
2015-10-12,.
2015-10-13,16.5680
2015-10-14,16.5715
2015-10-15,16.4280
2015-10-16,16.3820
2015-10-19,16.5225
2015-10-20,16.5715
2015-10-21,16.6650
2015-10-22,16.5135
2015-10-23,16.5380
2015-10-26,16.4900
2015-10-27,16.5525
2015-10-28,16.4440
2015-10-29,16.6155
2015-10-30,16.5300
2015-11-02,16.4710
2015-11-03,16.3730
2015-11-04,16.5245
2015-11-05,16.5815
2015-11-06,16.8430
2015-11-09,16.8540
2015-11-10,16.7625
2015-11-11,.
2015-11-12,16.7320
2015-11-13,16.6965
2015-11-16,16.8145
2015-11-17,16.7700
2015-11-18,16.7655
2015-11-19,16.5700
2015-11-20,16.5080
2015-11-23,16.5240
2015-11-24,16.4570
2015-11-25,16.5450
2015-11-26,.
2015-11-27,16.5885
2015-11-30,16.6005
2015-12-01,16.5305
2015-12-02,16.5880
2015-12-03,16.7180
2015-12-04,16.6555
2015-12-07,16.9000
2015-12-08,17.0245
2015-12-09,17.0505
2015-12-10,17.0945
2015-12-11,17.3570
2015-12-14,17.3580
2015-12-15,17.1490
2015-12-16,17.1800
2015-12-17,17.1190
2015-12-18,16.9930
2015-12-21,17.1640
2015-12-22,17.1855
2015-12-23,17.1865
2015-12-24,17.2760
2015-12-25,.
2015-12-28,17.2610
2015-12-29,17.2065
2015-12-30,17.3390
2015-12-31,17.1950
2016-01-01,.
2016-01-04,17.3600
2016-01-05,17.3595
2016-01-06,17.4360
2016-01-07,17.6525
2016-01-08,17.9145
2016-01-11,17.9560
2016-01-12,17.9230
2016-01-13,17.8595
2016-01-14,17.8930
2016-01-15,18.2475
2016-01-18,.
2016-01-19,18.1845
2016-01-20,18.5945
2016-01-21,18.4655
2016-01-22,18.4500
2016-01-25,18.5600
2016-01-26,18.4750
2016-01-27,18.3780
2016-01-28,18.3120
2016-01-29,18.2110
2016-02-01,18.2930
2016-02-02,18.4895
2016-02-03,18.3930
2016-02-04,18.2255
2016-02-05,18.3720
2016-02-08,18.6485
2016-02-09,18.8627
2016-02-10,18.8470
2016-02-11,19.1925
2016-02-12,19.0040
2016-02-15,.
2016-02-16,18.7890
2016-02-17,18.2750
2016-02-18,18.1705
2016-02-19,18.2720
2016-02-22,18.0190
2016-02-23,18.2000
2016-02-24,18.2270
2016-02-25,18.1305
2016-02-26,18.1850
2016-02-29,18.0675
2016-03-01,17.9000
2016-03-02,17.8415
2016-03-03,17.9015
2016-03-04,17.7575
2016-03-07,17.7370
2016-03-08,17.9210
2016-03-09,17.7045
2016-03-10,17.8955
2016-03-11,17.6905
2016-03-14,17.7770
2016-03-15,17.9245
2016-03-16,17.9405
2016-03-17,17.3920
2016-03-18,17.2950
2016-03-21,17.3900
2016-03-22,17.3300
2016-03-23,17.5200
2016-03-24,17.6260
2016-03-25,17.5425
2016-03-28,17.4535
2016-03-29,17.4885
2016-03-30,17.2550
2016-03-31,17.2140
2016-04-01,17.3205
2016-04-04,17.4575
2016-04-05,17.7480
2016-04-06,17.6655
2016-04-07,17.9125
2016-04-08,17.7600
2016-04-11,17.6385
2016-04-12,17.5155
2016-04-13,17.4905
2016-04-14,17.3670
2016-04-15,17.5580
2016-04-18,17.4515
2016-04-19,17.2935
2016-04-20,17.2590
2016-04-21,17.4150
2016-04-22,17.4440
2016-04-25,17.6010
2016-04-26,17.3860
2016-04-27,17.3790
2016-04-28,17.2175
2016-04-29,17.1900
2016-05-02,17.2425
2016-05-03,17.5415
2016-05-04,17.7050
2016-05-05,17.7850
2016-05-06,17.9155
2016-05-09,18.1325
2016-05-10,18.0095
2016-05-11,17.9265
2016-05-12,18.0345
2016-05-13,18.1470
2016-05-16,18.2160
2016-05-17,18.2850
2016-05-18,18.3375
2016-05-19,18.5460
2016-05-20,18.3770
2016-05-23,18.4710
2016-05-24,18.4435
2016-05-25,18.4500
2016-05-26,18.4500
2016-05-27,18.4280
2016-05-30,.
2016-05-31,18.4130
2016-06-01,18.5475
2016-06-02,18.6320
2016-06-03,18.6120
2016-06-06,18.6140
2016-06-07,18.4360
2016-06-08,18.1250
2016-06-09,18.2885
2016-06-10,18.5260
2016-06-13,18.8145
2016-06-14,18.9785
2016-06-15,18.8630
2016-06-16,18.9875
2016-06-17,18.8615
2016-06-20,18.6660
2016-06-21,18.6550
2016-06-22,18.5300
2016-06-23,18.3010
2016-06-24,18.8545
2016-06-27,19.1520
2016-06-28,18.9100
2016-06-29,18.5355
2016-06-30,18.4935
2016-07-01,18.3930
2016-07-04,.
2016-07-05,18.7805
2016-07-06,18.7535
2016-07-07,18.8785
2016-07-08,18.5615
2016-07-11,18.4915
2016-07-12,18.2935
2016-07-13,18.4020
2016-07-14,18.3240
2016-07-15,18.5190
2016-07-18,18.4800
2016-07-19,18.5355
2016-07-20,18.5820
2016-07-21,18.6150
2016-07-22,18.6140
2016-07-25,18.7560
2016-07-26,18.7902
2016-07-27,18.8715
2016-07-28,18.9085
2016-07-29,18.7610
2016-08-01,18.8325
2016-08-02,18.9150
2016-08-03,18.9005
2016-08-04,18.8450
2016-08-05,18.8685
2016-08-08,18.5785
2016-08-09,18.3800
2016-08-10,18.3510
2016-08-11,18.2640
2016-08-12,18.2500
2016-08-15,18.0450
2016-08-16,17.9750
2016-08-17,18.2765
2016-08-18,18.0575
2016-08-19,18.2525
2016-08-22,18.3165
2016-08-23,18.3730
2016-08-24,18.4955
2016-08-25,18.4385
2016-08-26,18.2950
2016-08-29,18.5625
2016-08-30,18.7850
2016-08-31,18.8490
2016-09-01,18.8260
2016-09-02,18.6440
2016-09-05,.
2016-09-06,18.3385
2016-09-07,18.3505
2016-09-08,18.6100
2016-09-09,18.8395
2016-09-12,19.0705
2016-09-13,19.1651
2016-09-14,19.2075
2016-09-15,19.2425
2016-09-16,19.6645
2016-09-19,19.6205
2016-09-20,19.8485
2016-09-21,19.8425
2016-09-22,19.5550
2016-09-23,19.7360
2016-09-26,19.8605
2016-09-27,19.4650
2016-09-28,19.5120
2016-09-29,19.3825
2016-09-30,19.3355
2016-10-03,19.3350
2016-10-04,19.2360
2016-10-05,19.2455
2016-10-06,19.2320
2016-10-07,19.3325
2016-10-10,.
2016-10-11,18.9685
2016-10-12,18.9990
2016-10-13,19.0440
2016-10-14,19.0475
2016-10-17,18.8850
2016-10-18,18.6575
2016-10-19,18.5605
2016-10-20,18.5910
2016-10-21,18.6315
2016-10-24,18.5835
2016-10-25,18.4850
2016-10-26,18.6680
2016-10-27,18.8140
2016-10-28,18.7170
2016-10-31,18.7900
2016-11-01,19.1000
2016-11-02,19.3905
2016-11-03,19.2255
2016-11-04,19.1180
2016-11-07,18.6365
2016-11-08,18.4350
2016-11-09,19.7745
2016-11-10,20.4935
2016-11-11,.
2016-11-14,20.8415
2016-11-15,20.3450
2016-11-16,20.2720
2016-11-17,20.1845
2016-11-18,20.4250
2016-11-21,20.4880
2016-11-22,20.5125
2016-11-23,20.6530
2016-11-24,.
2016-11-25,20.6505
2016-11-28,20.5740
2016-11-29,20.5950
2016-11-30,20.4565
2016-12-01,20.7375
2016-12-02,20.6130
2016-12-05,20.5725
2016-12-06,20.3750
2016-12-07,20.3280
2016-12-08,20.3765
2016-12-09,20.3330
2016-12-12,20.2230
2016-12-13,20.2560
2016-12-14,20.2295
2016-12-15,20.6140
2016-12-16,20.4170
2016-12-19,20.4120
2016-12-20,20.4305
2016-12-21,20.5100
2016-12-22,20.7095
2016-12-23,20.6110
2016-12-26,.
2016-12-27,20.7085
2016-12-28,20.7350
2016-12-29,20.6755
2016-12-30,20.6170
2017-01-02,.
2017-01-03,20.9060
2017-01-04,21.3855
2017-01-05,21.3950
2017-01-06,21.2960
2017-01-09,21.3375
2017-01-10,21.6245
2017-01-11,21.8750
2017-01-12,21.7045
2017-01-13,21.5435
2017-01-16,.
2017-01-17,21.5825
2017-01-18,21.8510
2017-01-19,21.8910
2017-01-20,.
2017-01-23,21.4355
2017-01-24,21.3840
2017-01-25,21.3110
2017-01-26,21.2950
2017-01-27,21.0245
2017-01-30,20.7530
2017-01-31,20.8355
2017-02-01,20.8155
2017-02-02,20.6260
2017-02-03,20.3565
2017-02-06,20.5170
2017-02-07,20.6415
2017-02-08,20.4990
2017-02-09,20.4155
2017-02-10,20.3135
2017-02-13,20.3250
2017-02-14,20.3450
2017-02-15,20.2900
2017-02-16,20.3405
2017-02-17,20.4615
2017-02-20,.
2017-02-21,20.4230
2017-02-22,19.9155
2017-02-23,19.7350
2017-02-24,19.8690
2017-02-27,19.8290
2017-02-28,19.9975
2017-03-01,19.8785
2017-03-02,19.9265
2017-03-03,19.5775
2017-03-06,19.5360
2017-03-07,19.5050
2017-03-08,19.6045
2017-03-09,19.7885
2017-03-10,19.6540
2017-03-13,19.5590
2017-03-14,19.6260
2017-03-15,19.4490
2017-03-16,19.1725
2017-03-17,19.1320
2017-03-20,19.0205
2017-03-21,19.0915
2017-03-22,19.0645
2017-03-23,18.9920
2017-03-24,18.8520
2017-03-27,18.8205
2017-03-28,18.8650
2017-03-29,18.8300
2017-03-30,18.6650
2017-03-31,18.8290
2017-04-03,18.7325
2017-04-04,18.8180
2017-04-05,18.7235
2017-04-06,18.7450
2017-04-07,18.6480
2017-04-10,18.6910
2017-04-11,18.7485
2017-04-12,18.7665
2017-04-13,18.5350
2017-04-14,18.5293
2017-04-17,18.5480
2017-04-18,18.4780
2017-04-19,18.8680
2017-04-20,18.8480
2017-04-21,18.8425
2017-04-24,18.6900
2017-04-25,18.9305
2017-04-26,19.1490
2017-04-27,19.1190
2017-04-28,18.9340
2017-05-01,18.7610
2017-05-02,18.7800
2017-05-03,18.7950
2017-05-04,19.0145
2017-05-05,19.0040
2017-05-08,19.1055
2017-05-09,19.1225
2017-05-10,18.9705
2017-05-11,18.8825
2017-05-12,18.7640
2017-05-15,18.6600
2017-05-16,18.6195
2017-05-17,18.6280
2017-05-18,18.9265
2017-05-19,18.6780
2017-05-22,18.6695
2017-05-23,18.6380
2017-05-24,18.5665
2017-05-25,18.4660
2017-05-26,18.4990
2017-05-29,.
2017-05-30,18.6590
2017-05-31,18.6550
2017-06-01,18.5775
2017-06-02,18.6700
2017-06-05,18.3895
2017-06-06,18.2825
2017-06-07,18.2305
2017-06-08,18.1775
2017-06-09,18.1855
2017-06-12,18.1725
2017-06-13,18.0780
2017-06-14,17.9300
2017-06-15,18.0900
2017-06-16,17.9195
2017-06-19,17.9360
2017-06-20,18.1255
2017-06-21,18.1540
2017-06-22,18.1120
2017-06-23,17.9620
2017-06-26,17.8830
2017-06-27,17.9735
2017-06-28,17.8890
2017-06-29,18.0310
2017-06-30,18.0760
2017-07-03,18.2215
2017-07-04,.
2017-07-05,18.3295
2017-07-06,18.3070
2017-07-07,18.1440
2017-07-10,17.9810
2017-07-11,17.9530
2017-07-12,17.7670
2017-07-13,17.7390
2017-07-14,17.5620
2017-07-17,17.6000
2017-07-18,17.4990
2017-07-19,17.4775
2017-07-20,17.5120
2017-07-21,17.5630
2017-07-24,17.6835
2017-07-25,17.7630
2017-07-26,17.7560
2017-07-27,17.6915
2017-07-28,17.7535
2017-07-31,17.8590
2017-08-01,17.8085
2017-08-02,17.8200
2017-08-03,17.8845
2017-08-04,17.8650
2017-08-07,17.9660
2017-08-08,17.9135
2017-08-09,17.9835
2017-08-10,17.8740
2017-08-11,17.8380
2017-08-14,17.7685
2017-08-15,17.8365
2017-08-16,17.7290
2017-08-17,17.7470
2017-08-18,17.7560
2017-08-21,17.6460
2017-08-22,17.6400
2017-08-23,17.7070
2017-08-24,17.7050
2017-08-25,17.6140
2017-08-28,17.8250
2017-08-29,17.8710
2017-08-30,17.7441
2017-08-31,17.7875
2017-09-01,17.7835
2017-09-04,.
2017-09-05,17.8325
2017-09-06,17.7980
2017-09-07,17.7040
2017-09-08,17.7245
2017-09-11,17.6470
2017-09-12,17.7510
2017-09-13,17.7865
2017-09-14,17.7220
2017-09-15,17.6865
2017-09-18,17.7580
2017-09-19,17.7675
2017-09-20,17.6895
2017-09-21,17.8250
2017-09-22,17.7355
2017-09-25,17.9050
2017-09-26,18.0070
2017-09-27,18.1010
2017-09-28,18.2370
2017-09-29,18.1480
2017-10-02,18.2110
2017-10-03,18.2110
2017-10-04,18.2175
2017-10-05,18.3145
2017-10-06,18.5165
2017-10-09,.
2017-10-10,18.6605
2017-10-11,18.6950
2017-10-12,18.7625
2017-10-13,18.8890
2017-10-16,19.0915
2017-10-17,19.0405
2017-10-18,18.9125
2017-10-19,18.8390
2017-10-20,19.0170
2017-10-23,19.0695
